content_id,client_id,decline_prob,reason_code
content_3164f3076003,client_8527a891e2,0.7549652528689162,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_c4a6fa4ffe22,client_e629fa6598,0.754610540583061,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_26bfe1eb60fb,client_3fdba35f04,0.7545286279676201,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_1d0963b56227,client_4e07408562,0.7542600357826901,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_c1a9429f1310,client_3fdba35f04,0.7542382141852707,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_8ba66fe8c1d3,client_3fdba35f04,0.7540087376197562,General Decay - Review Content Quality
content_ff4cad67df87,client_3fdba35f04,0.7538129213723707,General Decay - Review Content Quality
content_c6da1bbdc259,client_3fdba35f04,0.7538000402159918,General Decay - Review Content Quality
content_9cddb79b32a7,client_3fdba35f04,0.7536513683305053,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_108fa3fc86a7,client_3fdba35f04,0.7536513683305053,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_d788e2c18ae8,client_4ec9599fc2,0.7536141022935405,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_e04eb9549989,client_3fdba35f04,0.7535439575142483,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_226a0dd99858,client_3fdba35f04,0.7533433869904281,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_17a337de3495,client_3fdba35f04,0.752989244901379,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_278e050f4120,client_3fdba35f04,0.7528813358565672,General Decay - Review Content Quality
content_e236db43d278,client_3fdba35f04,0.7526444890961771,General Decay - Review Content Quality
content_41323965b20c,client_3fdba35f04,0.7526315011032589,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_6144912b17ff,client_3fdba35f04,0.7522795625495355,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_4e3394831910,client_3fdba35f04,0.7521960747684477,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_65bf969d1247,client_3fdba35f04,0.7521058749964411,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_dbce424a0592,client_3fdba35f04,0.7518743847203051,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_b01e11168073,client_3fdba35f04,0.7517449481282903,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_4d1295d31a4b,client_3fdba35f04,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_05e445fa2143,client_3fdba35f04,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_d2add76b0b3f,client_3fdba35f04,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_46c1b521c941,client_3fdba35f04,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_12913e63df31,client_3fdba35f04,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_530e806b3245,client_3fdba35f04,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_f97e09bba9e2,client_3fdba35f04,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_7e3d9c85959b,client_4e07408562,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_f8218d351ad6,client_3fdba35f04,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_ad0cfc47f825,client_3fdba35f04,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_b4f35d640b1c,client_3fdba35f04,0.751688254036415,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_726c7e761f6a,client_3fdba35f04,0.7515789398040316,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_4d76cdb3387b,client_3fdba35f04,0.7514822555372116,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_04f9c8cfb061,client_3fdba35f04,0.7514822555372116,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_351051794a7b,client_3fdba35f04,0.7511715747825933,General Decay - Review Content Quality
content_bb1edbf0ba6c,client_4e07408562,0.7511715747825933,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_e9fa23790eea,client_3fdba35f04,0.750621076982669,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_e88c269d36d5,client_3fdba35f04,0.7504565476968972,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_14c1fa595bbf,client_3fdba35f04,0.7503636853170187,General Decay - Review Content Quality
content_8b12d7eb7b40,client_4e07408562,0.7502415424523066,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_74d93e56c80d,client_3fdba35f04,0.7500297684695485,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_69d4df8e4364,client_3fdba35f04,0.7500297684695485,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_1db3db7b06c0,client_3fdba35f04,0.749851657172296,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_aa8319b2944c,client_3fdba35f04,0.7498450604985116,General Decay - Review Content Quality
content_c0ef2f7a1365,client_3fdba35f04,0.7497856025664993,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_2709b04eabd3,client_3fdba35f04,0.7495372188484921,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_91fefd1726b3,client_3fdba35f04,0.7495372188484921,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_25356349cdf1,client_3fdba35f04,0.7495372188484921,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_8266feeb482d,client_3fdba35f04,0.7495372188484921,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_28432c97f315,client_3fdba35f04,0.7495372188484921,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_750142aace28,client_3fdba35f04,0.7495372188484921,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_d829395fda44,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_de5237eb8328,client_4ec9599fc2,0.7494603146468632,General Decay - Review Content Quality
content_715643ea038f,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_9556d6ddd2db,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_dc092b2536cd,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_212e86a9fe84,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_ffef3141126f,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_05b8cc2c3df8,client_4ec9599fc2,0.7494603146468632,General Decay - Review Content Quality
content_226c9fcb5d83,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_7dcf92ab3e39,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_8f1409b2674e,client_8527a891e2,0.7494603146468632,General Decay - Review Content Quality
content_6cb1ccf2085a,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_2d35636c9425,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_6034ce79ea65,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_a662ef2af9b4,client_8527a891e2,0.7494603146468632,General Decay - Review Content Quality
content_e24e38119221,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_9412afc8a975,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_44e3f0d3acd7,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_45c21c627f79,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_2b4d3c36b724,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_1ce970a1e740,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_86444e331502,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_345ddb5d3d57,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_c5fccd229593,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_f54b8533444d,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_1c3154cc7576,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_f41fb10735e4,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_c9c5cbaa8586,client_1a6562590e,0.7494603146468632,General Decay - Review Content Quality
content_9824710082d8,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_07d5ab4b7da9,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_591e42284b84,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_e3f78ae9c001,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_ce242cbf4233,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_4f1aef683b3f,client_3fdba35f04,0.7494603146468632,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_fba5eaca6a9d,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_fc46114c452e,client_4ec9599fc2,0.7494603146468632,General Decay - Review Content Quality
content_b5286cb71075,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_c7808ae5ec90,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_e89c41dd69ad,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_f6c4f4af5cac,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_19fe39ccd4df,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_05dddcace16b,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_c98e2aed873d,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_3e1c6b734991,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_113246a5f8dd,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_dcd0642decdb,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_ad118f21d1a0,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_f56e372600a7,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_97fb1f3ff6fc,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_c788b01d5b46,client_4ec9599fc2,0.7494603146468632,General Decay - Review Content Quality
content_8bac7e68dc86,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_956fa666a622,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_f419d77ee74a,client_3fdba35f04,0.7494603146468632,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_66ad6ed109ff,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_ae53827c2894,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_c4e9a1686a5d,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_a0daee2036e8,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_0361d8df96e6,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_764c04089358,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_fac9e8c13f4c,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_f92cc1c6fb29,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_cbd782c11268,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_a9eb52c9800c,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_30e28ce98183,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_04d7435934f0,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_33dbb6eda775,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_6ab7fd4c71af,client_4e07408562,0.7494603146468632,General Decay - Review Content Quality
content_2d285a8495a5,client_4ec9599fc2,0.7494603146468632,General Decay - Review Content Quality
content_7e1a748d925e,client_3fdba35f04,0.7494603146468632,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_0addfaf954b1,client_4ec9599fc2,0.7494603146468632,General Decay - Review Content Quality
content_ac313f093729,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_45c46ffdfc85,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_8dba22b835f8,client_3fdba35f04,0.7494603146468632,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_2e9bc4a1ef83,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_6dbee08d40f8,client_3fdba35f04,0.7494603146468632,General Decay - Review Content Quality
content_4545e0f37871,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_1f7638fecdc1,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_55139d0defae,client_4e07408562,0.7491920685930963,General Decay - Review Content Quality
content_2744dcacbe42,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_9a8f08a47294,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_e0ae71489787,client_4ec9599fc2,0.7491920685930963,General Decay - Review Content Quality
content_5d8cc9246c52,client_4e07408562,0.7491920685930963,General Decay - Review Content Quality
content_1b74b27f23b9,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_bc3b77589ed3,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_a10924bced3d,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_4e658a59c333,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_81b3da3b96e0,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_861205133cbc,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_f552433bab3c,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_ffeed86ef360,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_eb343bba87f8,client_3fdba35f04,0.7491920685930963,General Decay - Review Content Quality
content_f4b91792aea4,client_3fdba35f04,0.7491016277672625,General Decay - Review Content Quality
content_9b6df29f7889,client_3fdba35f04,0.7490841950926397,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_412512ea6fc3,client_3fdba35f04,0.7487671848027189,General Decay - Review Content Quality
content_6e3b3e151745,client_4ec9599fc2,0.7487559910430488,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_e988c1699454,client_8527a891e2,0.7487559910430488,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_bb6ebb5ec8c8,client_3fdba35f04,0.7487559910430488,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_d77e888445e9,client_3fdba35f04,0.7487333151552071,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_b1b612221caa,client_3fdba35f04,0.7487333151552071,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_5dcd9c312d22,client_3fdba35f04,0.7487333151552071,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_05fb66f99f0d,client_3fdba35f04,0.7487333151552071,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_0a5e5e5f58bc,client_3fdba35f04,0.7486301670637466,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_e76ac7fed711,client_3fdba35f04,0.7485501904084315,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_ccf887ee3581,client_4e07408562,0.7485501904084315,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_d438c03718ab,client_4ec9599fc2,0.7485501904084315,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_a58f071719a3,client_3fdba35f04,0.7481119208499335,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_ff8019ba021d,client_3fdba35f04,0.7481119208499335,General Decay - Review Content Quality
content_9c8f9dc24e85,client_3fdba35f04,0.7480289915513927,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_ba6f9dfcbca1,client_3fdba35f04,0.7480289915513927,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_de89aaff1ad4,client_3fdba35f04,0.7480289915513927,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_ed7eedcedbbe,client_3fdba35f04,0.7480289915513927,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_184165640010,client_3fdba35f04,0.7480289915513927,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_46a1ecbb5fa5,client_3fdba35f04,0.7479536214177511,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_cbbf16037e5e,client_3fdba35f04,0.7478904559056797,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_4de40fdd9b03,client_3fdba35f04,0.7478435785352605,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_dc121e39c6b6,client_3fdba35f04,0.747679268218191,General Decay - Review Content Quality
content_4059689bfb3f,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_2ba626fea4d6,client_8527a891e2,0.7475539573583974,General Decay - Review Content Quality
content_a7b437454458,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_87eaa1812259,client_4ec9599fc2,0.7475539573583974,General Decay - Review Content Quality
content_68976b271781,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_06378264a47d,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_f560c60ddc0c,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_76c323b9180a,client_3fdba35f04,0.7475539573583974,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_7d67b997b662,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_61a49a6ae3db,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_6e795d276edb,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_b347ee0ce836,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_9d4e9f7b6e58,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_6b5196195b13,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_9de1f0e1077b,client_624b60c58c,0.7475539573583974,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_f3ac2b55033f,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_f35ad69755db,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_c00005154fb7,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_761720ad15a6,client_0b918943df,0.7475539573583974,General Decay - Review Content Quality
content_66cb6a723db1,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_5aeeee0d8a7c,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_228c590ed9a3,client_d59eced1de,0.7475539573583974,General Decay - Review Content Quality
content_69212267c710,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_6af4dbfe0470,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_5f0f461171e1,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_ba60decb51d4,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_e61ce7103a05,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_ddbd23e35481,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_35fe61cd0569,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_3570c2fe1c06,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_7766ffacdcfa,client_8527a891e2,0.7475539573583974,General Decay - Review Content Quality
content_e53f7e3c81d0,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_a6ca34ee4c5e,client_4e07408562,0.7475539573583974,General Decay - Review Content Quality
content_f3b57cc4e81a,client_4ec9599fc2,0.7475539573583974,General Decay - Review Content Quality
content_1e1f3b791a48,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_edc1454fe18e,client_3fdba35f04,0.7475539573583974,General Decay - Review Content Quality
content_38901cfffb9b,client_3fdba35f04,0.7475259333238544,General Decay - Review Content Quality
content_41588db8ea1d,client_3fdba35f04,0.7475259333238544,General Decay - Review Content Quality
content_1adfff72f798,client_3fdba35f04,0.7475259333238544,General Decay - Review Content Quality
content_cba6e91030ec,client_3fdba35f04,0.7475259333238544,General Decay - Review Content Quality
content_fb9c3fb3e755,client_02d20bbd7e,0.7475259333238544,General Decay - Review Content Quality
content_931496d08885,client_3fdba35f04,0.7475259333238544,General Decay - Review Content Quality
content_dc86a0c215e4,client_3fdba35f04,0.7475259333238544,General Decay - Review Content Quality
content_0f64f57f11ee,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_2f03e29a8c2a,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_c64eead456d1,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_5fb2569dc085,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_7f407351fd9a,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_7628907d8270,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_317811cf2d95,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_6ee1588e8bcb,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_d85e106be16f,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_eb299374f25e,client_e629fa6598,0.7475160242374607,General Decay - Review Content Quality
content_e9e048372d2b,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_2f53ad6c4e4d,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_e66d477a3184,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_3a1f8b441f3b,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_b9fa0515ab1c,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_4fa4b4987157,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_be0172f50252,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_8fc87ac3a9d1,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_cae546aab87e,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_605408bfa652,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_3b3a177aa66a,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_5644cbccd141,client_3fdba35f04,0.7475160242374607,General Decay - Review Content Quality
content_76e7834fe3a7,client_624b60c58c,0.7475160242374607,General Decay - Review Content Quality
content_92ce2f850a6b,client_3fdba35f04,0.7475016088156893,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_ecd0b428fcae,client_3fdba35f04,0.7474465716751465,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_3f4422cf50a7,client_3fdba35f04,0.7473194998959432,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_d333007c70d9,client_3fdba35f04,0.7472576872700875,General Decay - Review Content Quality
content_0543ff5f46c6,client_3fdba35f04,0.7472477781836936,General Decay - Review Content Quality
content_72f285aa5a47,client_3fdba35f04,0.7472477781836936,General Decay - Review Content Quality
content_3302e42b9b95,client_3fdba35f04,0.7472477781836936,General Decay - Review Content Quality
content_13c5a5250ee1,client_3fdba35f04,0.7472333627619223,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_2230586bb0c4,client_4e07408562,0.7472333627619223,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_c775042f717b,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_ef6e7d7cfe15,client_8527a891e2,0.747228076296978,General Decay - Review Content Quality
content_366a5202d6c8,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_6fd8fafe34fc,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_6114729d5509,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_700de55b1459,client_4e07408562,0.747228076296978,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_1ebc155d3d9b,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_53c57ef1b73f,client_4ec9599fc2,0.747228076296978,General Decay - Review Content Quality
content_7667d13ba73d,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_d447a286b0ed,client_4e07408562,0.747228076296978,General Decay - Review Content Quality
content_7250ecfc53de,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_cefddab1be99,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_706cc509a65c,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_b85fcb896a50,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_55e037db63d7,client_3fdba35f04,0.747228076296978,General Decay - Review Content Quality
content_1a612db66267,client_3fdba35f04,0.7472165950651132,General Decay - Review Content Quality
content_caacd384a89e,client_3fdba35f04,0.7471432177382037,General Decay - Review Content Quality
content_e0397aea7268,client_3fdba35f04,0.7470856315914447,"High Visibility, Poor CTR - Needs Better Title/Meta"
content_9a38a54c532e,client_3fdba35f04,0.7470351152337432,General Decay - Review Content Quality
content_b005f46f2e4c,client_3fdba35f04,0.7470351152337432,General Decay - Review Content Quality
content_b893db8d7619,client_3fdba35f04,0.7469598302432108,General Decay - Review Content Quality
content_e115a063d3c8,client_3fdba35f04,0.7469598302432108,General Decay - Review Content Quality
content_2fa6a97a3c70,client_4e07408562,0.7469598302432108,General Decay - Review Content Quality
content_ca8f273a3e0a,client_4e07408562,0.7469598302432108,General Decay - Review Content Quality
